park_id,dimensions_x,dimensions_y,batter_left_x,batter_left_y,batter_right_x,batter_right_y,bases_x0,bases_x1,bases_x2,bases_y0,bases_y1,bases_y2,positions_x0,positions_x1,positions_x2,positions_x3,positions_x4,positions_x5,positions_x6,positions_x7,positions_x8,positions_x9,positions_y0,positions_y1,positions_y2,positions_y3,positions_y4,positions_y5,positions_y6,positions_y7,positions_y8,positions_y9,avg,avg_l,avg_r,d,t,hr,hr_r,hr_l,temperature0,temperature1,temperature2,temperature3,temperature4,temperature5,temperature6,temperature7,temperature8,temperature9,temperature10,temperature11,rain0,rain1,rain2,rain3,rain4,rain5,rain6,rain7,rain8,rain9,rain10,rain11,wind,wind_direction,distances0,distances1,distances2,distances3,distances4,distances5,distances6,wall_heights0,wall_heights1,wall_heights2,wall_heights3,wall_heights4,wall_heights5,wall_heights6,name,picture,picture_night,nation_id,capacity,type,foul_ground,turf,gender,relative_path_3d_model,file_name_3d_model,home_team_dugout_is_at_first_base
328,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.1345,0.9850,1.2150,1.0440,1.1300,1.0880,1.1650,0.9450,74,75,78,80,82,84,84,84,83,81,78,76,2,2,1,1,2,3,2,2,3,4,2,3,9,7,328,355,402,422,408,369,328,9,9,9,9,9,17,17,"Estadio De Beisbol Beto Avilla","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
329,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9690,0.9950,0.9550,1.1040,1.1100,0.9190,0.9050,0.9450,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,338,371,419,433,417,367,330,9,9,9,9,9,9,9,"Estadio De Beisbol Hermanos Serdan","default_grass.jpg","default_grass.jpg",0,12112,0,0,0,0,"","",1
330,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0115,1.0050,1.0150,1.0640,1.1300,0.9780,0.9850,0.9650,62,65,69,72,73,71,70,70,69,67,65,62,0,0,1,2,3,7,4,4,5,2,1,0,8,1,336,369,414,432,411,364,328,7,7,7,7,7,7,7,"Eduardo Vasconcelos Stadium","default_grass.jpg","default_grass.jpg",0,7200,0,0,1,0,"","",1
331,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.8780,0.8650,0.8850,0.8000,0.7100,1.0285,1.0250,1.0350,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,8,314,339,358,417,354,334,306,7,7,7,7,7,7,7,"Estadio Universitario Beto Avilla","default_grass.jpg","default_grass.jpg",0,7782,0,0,0,0,"","",1
332,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0165,1.0100,1.0200,0.9980,1.0200,0.9870,0.9800,1.0000,57,59,63,66,67,67,65,65,64,63,60,58,0,0,1,1,2,4,5,5,4,2,1,0,10,2,326,359,396,431,396,358,322,7,7,7,7,7,7,7,"Foro Sol","default_grass.jpg","default_grass.jpg",0,26000,0,0,1,0,"","",1
333,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9930,0.9800,1.0000,0.9580,0.9900,1.0135,1.0100,1.0200,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,8,334,359,405,431,392,356,328,9,9,9,9,9,9,9,"Vindicators Ballpark","default_grass.jpg","default_grass.jpg",0,7300,0,0,0,0,"","",1
334,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9800,0.9800,0.9800,1.0180,1.0400,1.0095,1.0200,0.9900,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,330,360,404,424,393,359,329,9,9,9,9,9,9,9,"Estadio De Beisbol Monclova","default_grass.jpg","default_grass.jpg",0,9000,0,0,0,0,"","",1
335,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0350,1.0350,1.0350,0.9720,0.9100,1.0550,1.0550,1.0550,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,6,319,350,384,421,373,345,323,7,7,7,7,7,7,7,"Estadio De Centenario 27 de Febrero","default_grass.jpg","default_grass.jpg",0,10500,0,0,0,0,"","",1
336,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9380,0.9250,0.9450,0.7900,0.6900,1.0490,1.0350,1.0750,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,8,309,329,354,411,348,324,301,9,9,9,13,9,9,9,"Ballpark of San Luis Potosí","default_grass.jpg","default_grass.jpg",0,7400,0,0,0,0,"","",1
337,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9550,0.9550,0.9550,1.1040,1.1000,0.9250,0.9250,0.9250,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,7,315,340,370,400,370,345,315,7,7,7,7,7,7,7,"Estadio Gasmart","default_grass.jpg","default_grass.jpg",0,18500,0,0,0,0,"","",1
338,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0695,1.0500,1.0800,0.9580,1.0200,1.0240,1.0100,1.0500,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,5,329,361,393,420,390,353,324,9,9,9,15,9,9,9,"Komodos Stadium","default_grass.jpg","default_grass.jpg",0,7400,0,0,0,0,"","",1
339,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0177,1.1250,0.9600,1.0840,1.1300,0.9802,0.9400,1.0550,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,346,380,425,433,398,358,328,20,20,12,12,12,9,9,"Estadio De Beisbol Kukulkan","default_grass.jpg","default_grass.jpg",0,13600,0,0,0,0,"","",1
340,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0235,0.9000,1.0900,0.9680,1.0300,0.9935,1.0600,0.8700,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,2,316,357,392,427,401,370,323,9,9,9,13,9,17,17,"Ballpark of Mérida","default_grass.jpg","default_grass.jpg",0,7300,0,0,0,0,"","",1
341,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9855,1.0050,0.9750,0.9420,0.8600,1.0145,1.0250,0.9950,37,41,50,59,67,75,79,78,71,60,49,41,3,4,4,4,3,3,3,3,3,3,3,3,8,5,330,350,386,403,388,352,310,10,10,10,10,10,10,10,"First Tennessee Park","default_grass.jpg","default_grass.jpg",0,8500,0,0,0,0,"","",1
342,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9165,0.9750,0.8850,0.9120,0.8500,0.9365,0.9050,0.9950,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,8,330,365,394,425,383,335,314,18,18,10,14,10,7,7,"Caravans Ballpark","default_grass.jpg","default_grass.jpg",0,7300,0,0,0,0,"","",1
343,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0135,1.0200,1.0100,0.9980,0.9600,1.0000,1.0000,1.0000,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,7,328,365,399,431,391,352,321,10,10,10,10,10,10,10,"Blockade Ballpark","default_grass.jpg","default_grass.jpg",0,7400,0,0,0,0,"","",1
344,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9407,1.0350,0.8900,0.8000,0.6700,1.0742,1.0200,1.1750,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,8,314,337,366,412,347,318,301,17,17,13,9,9,9,9,"Steamwheelers Ballpark","default_grass.jpg","default_grass.jpg",0,7300,0,0,0,0,"","",1
345,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.8680,0.8550,0.8750,0.8200,0.6800,1.0150,1.0150,1.0150,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,310,338,365,419,351,330,302,9,9,9,9,9,9,9,"San Nicolas de los Garza Grounds","default_grass.jpg","default_grass.jpg",0,8000,0,0,0,0,"","",1
346,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0507,1.2100,0.9650,0.9060,0.7700,1.1567,1.0850,1.2900,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,3,329,347,371,409,345,318,314,17,17,13,9,7,6,6,"Mutuals Ballpark","default_grass.jpg","default_grass.jpg",0,8000,0,0,0,0,"","",1
347,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0130,1.0000,1.0200,0.9880,0.9600,0.9930,1.0000,0.9800,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,3,335,361,396,426,394,358,322,7,7,7,7,7,7,7,"Polar Bears Ballpark","default_grass.jpg","default_grass.jpg",0,7400,0,0,0,0,"","",1
348,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9815,0.9750,0.9850,0.7700,0.7200,1.1415,1.1450,1.1350,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,309,330,354,410,349,324,309,9,9,9,9,9,9,9,"Widowmakers Ballpark","default_grass.jpg","default_grass.jpg",0,7400,0,0,0,0,"","",1
349,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9920,0.8750,1.0550,0.9220,0.9100,1.0395,1.0850,0.9550,42,46,50,54,60,68,77,77,70,58,49,43,1,0,0,0,0,0,0,1,0,0,0,1,7,7,317,343,376,422,390,357,316,7,7,7,7,7,15,15,"Ballpark of Mexicali","default_grass.jpg","default_grass.jpg",0,6600,0,0,0,0,"","",1
350,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9750,0.9750,0.9750,0.8200,0.6800,1.1115,1.1150,1.1050,80,81,80,81,83,83,84,84,83,83,83,82,1,0,0,0,1,10,9,11,12,6,1,0,11,7,314,331,355,404,346,321,303,9,9,9,9,9,9,9,"Acapulco Grounds","default_grass.jpg","default_grass.jpg",0,8100,0,0,0,0,"","",1
351,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.8755,0.8950,0.8650,0.8400,0.7400,1.0285,1.0250,1.0350,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,308,336,361,413,360,332,303,6,6,6,6,6,6,6,"Estadio Cristóbal Labra","default_grass.jpg","default_grass.jpg",0,5000,0,0,0,0,"","",1
352,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0035,1.0100,1.0000,0.9680,1.0000,1.0135,1.0100,1.0200,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,7,326,357,398,429,400,354,325,9,9,9,9,9,9,9,"Victoria de Girón Stadium","default_grass.jpg","default_grass.jpg",0,30000,0,0,0,0,"","",1
353,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9880,0.9750,0.9950,1.1040,1.0600,0.8985,0.8950,0.9050,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,7,336,371,419,431,419,372,333,10,10,10,16,10,10,10,"Estadio Nelson Fernández","default_grass.jpg","default_grass.jpg",0,8000,0,0,0,0,"","",1
354,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9715,0.9000,1.0100,1.0280,1.0200,0.9650,1.0000,0.9000,72,72,75,77,79,81,82,80,80,79,76,72,9,9,9,9,18,18,13,13,18,13,10,9,11,6,324,353,394,425,403,369,322,6,6,8,9,9,17,17,"Estadio Capitán San Luis","default_grass.jpg","default_grass.jpg",0,8000,0,0,0,0,"","",1
355,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0760,0.9200,1.1600,1.0380,0.9700,1.0530,1.1300,0.9100,72,72,74,76,78,80,81,81,80,79,75,73,2,3,6,7,14,19,17,20,17,16,6,3,13,1,326,348,384,427,397,364,321,7,7,7,13,11,15,15,"Cinco de Septiembre Stadium","default_grass.jpg","default_grass.jpg",0,30000,0,0,0,0,"","",1
356,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0590,1.1500,1.0100,0.9980,1.0000,1.0395,0.9800,1.1500,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,333,372,407,427,382,352,324,15,15,7,7,7,7,7,"Estadio de Guanajay","default_grass.jpg","default_grass.jpg",0,3000,0,0,0,0,"","",1
357,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0200,1.0200,1.0200,1.0380,0.9500,0.9935,0.9900,1.0000,71,71,74,76,79,81,82,82,81,78,76,72,10,10,9,9,15,20,18,18,20,17,12,10,12,8,325,364,380,400,380,357,325,9,9,9,9,9,9,9,"Estadio Latinoamericano","default_grass.jpg","default_grass.jpg",0,55000,0,0,0,0,"","",1
358,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0607,1.2200,0.9750,0.8260,0.8400,1.1567,1.0850,1.2900,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,7,328,342,373,412,344,324,312,18,18,10,10,8,7,7,"José Antonio Huelga Stadium","default_grass.jpg","default_grass.jpg",0,13000,0,0,0,0,"","",1
359,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9695,0.9500,0.9800,0.8660,0.7900,1.0100,1.0100,1.0100,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,316,337,374,412,370,340,315,9,9,9,13,9,9,9,"Estadio Cándido González","default_grass.jpg","default_grass.jpg",0,15000,0,0,0,0,"","",1
360,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0223,1.1100,0.9750,0.9980,0.9800,0.9817,0.9450,1.0500,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,336,376,402,431,385,344,324,15,15,7,13,7,7,7,"José Ramón Cepero Stadium","default_grass.jpg","default_grass.jpg",0,13000,0,0,0,0,"","",1
361,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9540,0.9800,0.9400,0.9980,0.9900,0.9135,0.9100,0.9200,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,6,330,360,407,430,405,364,329,10,10,10,14,10,10,10,"Julio Antonio Mella Stadium","default_grass.jpg","default_grass.jpg",0,13000,0,0,0,0,"","",1
362,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9335,0.9400,0.9300,0.9680,1.0000,0.9500,0.9500,0.9500,72,72,74,76,78,80,81,81,80,79,75,73,2,3,6,7,14,19,17,20,17,16,6,3,10,1,330,362,401,430,402,363,328,9,9,9,9,9,9,9,"Estadio Augusto César Sandino","default_grass.jpg","default_grass.jpg",0,20000,0,0,0,0,"","",1
363,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9920,0.8750,1.0550,0.9420,0.8700,1.0425,1.0950,0.9450,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,7,315,342,374,423,383,350,315,7,7,7,7,11,15,15,"Mártires de Barbados Stadium","default_grass.jpg","default_grass.jpg",0,10000,0,0,0,0,"","",1
364,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0135,1.0200,1.0100,1.1480,1.2900,1.0130,1.0200,1.0000,73,73,75,77,78,78,80,80,78,77,77,73,4,5,6,11,18,14,7,12,21,35,8,8,5,8,329,359,404,429,394,352,322,10,10,10,10,10,10,10,"Nguyen Van Troi Stadium","default_grass.jpg","default_grass.jpg",0,14000,0,0,0,0,"","",1
365,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0005,1.0200,0.9900,0.9880,0.9800,0.9870,0.9800,1.0000,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,332,362,398,429,395,354,327,7,7,7,11,7,7,7,"Calixto García Íñiguez Stadium","default_grass.jpg","default_grass.jpg",0,30000,0,0,0,0,"","",1
366,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9720,0.9850,0.9650,1.0840,1.0900,0.9345,0.9450,0.9150,76,76,77,78,80,81,82,82,82,81,79,77,15,9,11,12,28,20,14,19,21,38,19,16,5,4,339,373,416,431,419,372,332,9,9,9,9,9,9,9,"Estadio Guillermón Moncada","default_grass.jpg","default_grass.jpg",0,25000,0,0,0,0,"","",1
367,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9965,0.9900,1.0000,0.9780,1.0400,1.0070,1.0000,1.0200,71,71,74,76,79,81,82,82,81,78,76,72,10,10,9,9,15,20,18,18,20,17,12,10,12,1,332,358,399,424,393,356,326,9,9,9,9,9,9,9,"Puerto Padre Grounds","default_grass.jpg","default_grass.jpg",0,10100,0,0,0,0,"","",1
368,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0335,1.0400,1.0300,1.1480,1.2100,1.0300,1.0300,1.0300,71,71,74,76,79,81,82,82,81,78,76,72,10,10,9,9,15,20,18,18,20,17,12,10,12,4,331,361,395,423,391,356,330,10,10,10,10,10,10,10,"Ballpark of Contramaestre","default_grass.jpg","default_grass.jpg",0,8300,0,0,1,0,"","",1
369,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0385,1.0450,1.0350,0.9520,0.8500,1.0720,1.0650,1.0850,38,38,43,47,54,59,63,63,58,52,44,41,2,2,2,1,1,2,2,2,3,2,2,2,11,3,322,347,378,421,374,341,316,9,9,9,9,9,9,9,"DOOR Neptunus Familiestadion","default_grass.jpg","default_grass.jpg",0,2460,0,0,0,0,"","",1
370,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9550,0.9550,0.9550,1.0140,1.1000,0.9220,0.9150,0.9350,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,337,377,424,436,419,367,330,9,9,9,9,9,9,9,"Chevaliers Fields","default_grass.jpg","default_grass.jpg",0,500,0,0,0,0,"","",1
371,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9245,0.9050,0.9350,0.9420,0.8600,0.9885,0.9850,0.9950,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,328,357,387,424,390,350,316,7,7,7,7,7,7,7,"Stadio Steno Borghese","default_grass.jpg","default_grass.jpg",0,10000,0,0,0,0,"","",1
372,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9685,0.9750,0.9650,1.1840,1.3700,0.9285,0.9250,0.9350,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,6,337,375,424,432,419,372,337,10,10,10,10,10,10,10,"de Marseille Ballpark","default_grass.jpg","default_grass.jpg",0,800,0,0,1,0,"","",1
373,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9785,0.9850,0.9750,1.0140,1.1100,0.9385,0.9350,0.9450,37,37,42,47,55,59,63,63,58,53,45,40,3,2,3,2,2,2,3,2,3,4,3,3,12,8,337,377,418,433,418,373,329,7,7,7,7,7,7,7,"Pirates Resort","default_grass.jpg","default_grass.jpg",0,3400,0,0,0,0,"","",1
374,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9735,1.0450,0.9350,1.2340,1.3300,0.9395,0.9150,0.9850,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,346,384,426,432,404,353,334,17,17,13,9,9,9,9,"Cariparma Parma Ballpark","default_grass.jpg","default_grass.jpg",0,800,0,0,1,0,"","",1
375,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9695,0.8850,1.0150,0.8920,0.9200,1.0395,1.0850,0.9550,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,317,341,383,421,393,349,322,9,9,9,9,13,17,17,"de Montpellier Ballpark","default_grass.jpg","default_grass.jpg",0,600,0,0,0,0,"","",1
376,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9180,0.9050,0.9250,1.0940,1.1400,0.8950,0.8950,0.8950,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,342,373,424,433,417,369,337,10,10,10,10,10,10,10,"Baseball Ballpark","default_grass.jpg","default_grass.jpg",0,39900,0,0,0,0,"","",1
377,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9830,1.0350,0.9550,1.0540,1.0600,0.9200,0.8850,0.9850,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,351,382,427,433,413,365,332,17,17,13,9,9,6,6,"Knights Ballpark","default_grass.jpg","default_grass.jpg",0,44400,0,0,0,0,"","",1
378,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,1.0320,1.0450,1.0250,1.0420,1.1400,1.0585,1.0550,1.0650,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,7,323,352,384,423,378,346,322,9,9,9,9,9,9,9,"Stadio de Pirati","default_grass.jpg","default_grass.jpg",0,34800,0,0,1,0,"","",1
379,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9915,0.9850,0.9950,1.0940,1.1400,0.9085,0.9050,0.9150,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,4,340,379,417,431,413,374,336,9,9,9,13,9,9,9,"Sportpark Toolenburg","default_grass.jpg","default_grass.jpg",0,2000,0,0,0,0,"","",1
380,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9150,0.9150,0.9150,0.9600,0.9200,1.0650,1.0650,1.0650,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,2,309,336,357,408,353,325,306,9,9,9,9,9,9,9,"Pim Mulier Stadium","default_grass.jpg","default_grass.jpg",0,2600,0,0,1,0,"","",1
381,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9885,0.9950,0.9850,0.9420,0.8500,1.0285,1.0250,1.0350,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,2,320,348,382,426,376,349,320,10,10,10,10,10,10,10,"Mampaey Ballpark","default_grass.jpg","default_grass.jpg",0,1600,0,0,0,0,"","",1
382,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9255,0.9450,0.9150,0.7900,0.7300,1.0585,1.0550,1.0650,39,39,43,48,55,59,63,64,59,54,47,41,1,1,1,1,1,1,3,4,3,3,4,3,7,8,309,332,359,413,348,327,305,9,9,9,9,9,9,9,"AmigoO ADO Ballpark","default_grass.jpg","default_grass.jpg",0,700,0,0,0,0,"","",1
383,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9447,1.0000,0.9150,1.0900,1.2100,0.8642,0.8450,0.9000,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,1,354,395,449,446,430,373,341,18,18,10,10,10,7,7,"Palfinger Reggio Emilia Baseball Field","default_grass.jpg","default_grass.jpg",0,800,0,0,0,0,"","",1
384,0,0,337,355,140,355,443,224,86,315,254,303,0,266,266,420,333,47,150,67,264,440,0,317,411,278,226,268,217,167,153,191,0.9790,1.0050,0.9650,1.0640,1.0800,0.9015,0.9050,0.8950,69,69,69,68,64,60,60,64,69,75,73,71,11,10,7,1,0,0,0,0,0,1,5,11,8,8,333,376,425,433,416,372,337,10,10,10,15,10,10,10,"Koalas Ballpark","default_grass.jpg","default_grass.jpg",0,700,0,0,0,0,"","",1
